near_group,sample_id_a,sample_id_b,phash_distance,split_a,split_b
7755836,hf_kien_indoor_test12368_jpg.rf.63147eaddef69e4e4bf360068ef54330_27923bec4896,hf_kien_indoor_test12467_jpg.rf.c1023019cae77e00961040bb8341fd2f_1e6c8c2d9b6d,4,train,train
7755838,hf_kien_indoor_test12368_jpg.rf.63147eaddef69e4e4bf360068ef54330_27923bec4896,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,6,train,train
7755840,hf_kien_indoor_test12368_jpg.rf.63147eaddef69e4e4bf360068ef54330_27923bec4896,hf_kien_indoor_test12478_jpg.rf.f20897c758feee8028537d945d82b93d_0edb8364ddeb,6,train,train
7755842,hf_kien_indoor_test12368_jpg.rf.63147eaddef69e4e4bf360068ef54330_27923bec4896,hf_kien_indoor_test12511_jpg.rf.da9b7b5b5b62d136897646e137460e2f_eb116edce1eb,4,train,train
7755843,hf_kien_indoor_test12368_jpg.rf.63147eaddef69e4e4bf360068ef54330_27923bec4896,hf_kien_indoor_test12511_jpg.rf.dc3d498e936eb369bfa9a1c4ca6bef1b_4877923366c6,2,train,train
7755854,hf_kien_indoor_test12368_jpg.rf.63147eaddef69e4e4bf360068ef54330_27923bec4896,hf_kien_indoor_test12401_jpg.rf.f538d25b722773ded31403376edcc823_9384dc8c99ef,6,train,train
7755855,hf_kien_indoor_test12368_jpg.rf.63147eaddef69e4e4bf360068ef54330_27923bec4896,hf_kien_indoor_test12412_jpg.rf.324dcb4d053aca34b510aab51d998cde_0dc699d47e20,6,train,train
7755856,hf_kien_indoor_test12368_jpg.rf.63147eaddef69e4e4bf360068ef54330_27923bec4896,hf_kien_indoor_test12412_jpg.rf.8b771b0dde6d3b4ec7edb6113899b1ca_e13a87423f77,6,train,train
7758765,hf_kien_indoor_test12368_jpg.rf.ea0bbed7949c629f11b5fb14fbba3373_55f4190114eb,hf_kien_indoor_test12390_jpg.rf.d6266bf5e159df4730119be2bc041a65_7bb4739ec65f,4,train,train
7758767,hf_kien_indoor_test12368_jpg.rf.ea0bbed7949c629f11b5fb14fbba3373_55f4190114eb,hf_kien_indoor_test12401_jpg.rf.7fcfd92fe9a4b73c0906317b57111343_68b33aa399ca,4,train,train
7758768,hf_kien_indoor_test12368_jpg.rf.ea0bbed7949c629f11b5fb14fbba3373_55f4190114eb,hf_kien_indoor_test12401_jpg.rf.bc570449402787e9806c373935a5210f_a730200d7419,4,train,train
7758769,hf_kien_indoor_test12368_jpg.rf.ea0bbed7949c629f11b5fb14fbba3373_55f4190114eb,hf_kien_indoor_test12412_jpg.rf.776f55b8f6dfa49f0c0086f27b8910ad_68071ead56fe,4,train,train
7758770,hf_kien_indoor_test12368_jpg.rf.ea0bbed7949c629f11b5fb14fbba3373_55f4190114eb,hf_kien_indoor_test12445_jpg.rf.36aa24e9b153765564a9775b8a058d97_7a80626b9be7,6,train,train
7758774,hf_kien_indoor_test12368_jpg.rf.ea0bbed7949c629f11b5fb14fbba3373_55f4190114eb,hf_kien_indoor_test12467_jpg.rf.c1023019cae77e00961040bb8341fd2f_1e6c8c2d9b6d,4,train,train
7758776,hf_kien_indoor_test12368_jpg.rf.ea0bbed7949c629f11b5fb14fbba3373_55f4190114eb,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,4,train,train
7758780,hf_kien_indoor_test12368_jpg.rf.ea0bbed7949c629f11b5fb14fbba3373_55f4190114eb,hf_kien_indoor_test12511_jpg.rf.da9b7b5b5b62d136897646e137460e2f_eb116edce1eb,6,train,train
7758781,hf_kien_indoor_test12368_jpg.rf.ea0bbed7949c629f11b5fb14fbba3373_55f4190114eb,hf_kien_indoor_test12511_jpg.rf.dc3d498e936eb369bfa9a1c4ca6bef1b_4877923366c6,4,train,train
7758794,hf_kien_indoor_test12368_jpg.rf.ea0bbed7949c629f11b5fb14fbba3373_55f4190114eb,hf_kien_indoor_test12412_jpg.rf.8b771b0dde6d3b4ec7edb6113899b1ca_e13a87423f77,6,train,train
7761704,hf_kien_indoor_test12390_jpg.rf.d6266bf5e159df4730119be2bc041a65_7bb4739ec65f,hf_kien_indoor_test12401_jpg.rf.7fcfd92fe9a4b73c0906317b57111343_68b33aa399ca,2,train,train
7761705,hf_kien_indoor_test12390_jpg.rf.d6266bf5e159df4730119be2bc041a65_7bb4739ec65f,hf_kien_indoor_test12401_jpg.rf.bc570449402787e9806c373935a5210f_a730200d7419,4,train,train
7761706,hf_kien_indoor_test12390_jpg.rf.d6266bf5e159df4730119be2bc041a65_7bb4739ec65f,hf_kien_indoor_test12412_jpg.rf.776f55b8f6dfa49f0c0086f27b8910ad_68071ead56fe,2,train,train
7761709,hf_kien_indoor_test12390_jpg.rf.d6266bf5e159df4730119be2bc041a65_7bb4739ec65f,hf_kien_indoor_test12445_jpg.rf.a343423cb228560d049675a386753de3_01b809796196,6,train,train
7761711,hf_kien_indoor_test12390_jpg.rf.d6266bf5e159df4730119be2bc041a65_7bb4739ec65f,hf_kien_indoor_test12467_jpg.rf.c1023019cae77e00961040bb8341fd2f_1e6c8c2d9b6d,6,train,train
7761713,hf_kien_indoor_test12390_jpg.rf.d6266bf5e159df4730119be2bc041a65_7bb4739ec65f,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,6,train,train
7761715,hf_kien_indoor_test12390_jpg.rf.d6266bf5e159df4730119be2bc041a65_7bb4739ec65f,hf_kien_indoor_test12478_jpg.rf.f20897c758feee8028537d945d82b93d_0edb8364ddeb,4,train,train
7761717,hf_kien_indoor_test12390_jpg.rf.d6266bf5e159df4730119be2bc041a65_7bb4739ec65f,hf_kien_indoor_test12511_jpg.rf.da9b7b5b5b62d136897646e137460e2f_eb116edce1eb,4,train,train
7761718,hf_kien_indoor_test12390_jpg.rf.d6266bf5e159df4730119be2bc041a65_7bb4739ec65f,hf_kien_indoor_test12511_jpg.rf.dc3d498e936eb369bfa9a1c4ca6bef1b_4877923366c6,2,train,train
7761719,hf_kien_indoor_test12390_jpg.rf.d6266bf5e159df4730119be2bc041a65_7bb4739ec65f,hf_kien_indoor_test12533_jpg.rf.043b789dc26d56416bc5f5466ca7a6f0_488462f1c330,6,train,train
7761721,hf_kien_indoor_test12390_jpg.rf.d6266bf5e159df4730119be2bc041a65_7bb4739ec65f,hf_kien_indoor_test12533_jpg.rf.decd997448f00937754f9eb1efdea98d_5afd6dbeafee,6,train,train
7761726,hf_kien_indoor_test12390_jpg.rf.d6266bf5e159df4730119be2bc041a65_7bb4739ec65f,hf_kien_indoor_test11070_jpg.rf.35a51217734111c6633a760780ef5233_c4ccf2d9bb2e,6,train,train
7761729,hf_kien_indoor_test12390_jpg.rf.d6266bf5e159df4730119be2bc041a65_7bb4739ec65f,hf_kien_indoor_test12401_jpg.rf.f538d25b722773ded31403376edcc823_9384dc8c99ef,4,train,train
7761730,hf_kien_indoor_test12390_jpg.rf.d6266bf5e159df4730119be2bc041a65_7bb4739ec65f,hf_kien_indoor_test12412_jpg.rf.324dcb4d053aca34b510aab51d998cde_0dc699d47e20,4,train,train
7761731,hf_kien_indoor_test12390_jpg.rf.d6266bf5e159df4730119be2bc041a65_7bb4739ec65f,hf_kien_indoor_test12412_jpg.rf.8b771b0dde6d3b4ec7edb6113899b1ca_e13a87423f77,4,train,train
7764644,hf_kien_indoor_test12390_jpg.rf.e59d6914c5c364721f1910be9a54d51a_e1e86a41a9fc,hf_kien_indoor_test12445_jpg.rf.74f4d35add9363c57a55a10da764f3ea_041f6200ee36,6,train,train
7764646,hf_kien_indoor_test12390_jpg.rf.e59d6914c5c364721f1910be9a54d51a_e1e86a41a9fc,hf_kien_indoor_test12467_jpg.rf.3c2edbbabd1dcffa1ca6aaf5f802ec23_82bd724879f5,4,train,train
7764650,hf_kien_indoor_test12390_jpg.rf.e59d6914c5c364721f1910be9a54d51a_e1e86a41a9fc,hf_kien_indoor_test12478_jpg.rf.db84c917201e671d79693e52fea1113b_6269a017f586,2,train,train
7764652,hf_kien_indoor_test12390_jpg.rf.e59d6914c5c364721f1910be9a54d51a_e1e86a41a9fc,hf_kien_indoor_test12511_jpg.rf.9671a92896ec63df1c682956b2cdde25_a1152be14943,4,train,train
7764656,hf_kien_indoor_test12390_jpg.rf.e59d6914c5c364721f1910be9a54d51a_e1e86a41a9fc,hf_kien_indoor_test12533_jpg.rf.19bb735aebac9b6d4c51cd001b6ede5d_7305e22e25a6,4,train,train
7764658,hf_kien_indoor_test12390_jpg.rf.e59d6914c5c364721f1910be9a54d51a_e1e86a41a9fc,hf_kien_indoor_test12544_jpg.rf.964f2d17b49e4a70066407164a0ebe6a_a4082bf96f1b,2,train,train
7764659,hf_kien_indoor_test12390_jpg.rf.e59d6914c5c364721f1910be9a54d51a_e1e86a41a9fc,hf_kien_indoor_test12544_jpg.rf.e789526b520def5cfd5eedf895c8a33c_a4c2e7f8fe99,4,train,train
7764663,hf_kien_indoor_test12390_jpg.rf.e59d6914c5c364721f1910be9a54d51a_e1e86a41a9fc,hf_kien_indoor_test11224_jpg.rf.b3168ff5d2d215aae3e1669ec9d3270b_57594ee9b045,6,train,train
7764664,hf_kien_indoor_test12390_jpg.rf.e59d6914c5c364721f1910be9a54d51a_e1e86a41a9fc,hf_kien_indoor_test12302_jpg.rf.7049a52cea95d5d64017988a6634f563_e72b38e745fc,4,train,train
7767576,hf_kien_indoor_test12401_jpg.rf.7fcfd92fe9a4b73c0906317b57111343_68b33aa399ca,hf_kien_indoor_test12401_jpg.rf.bc570449402787e9806c373935a5210f_a730200d7419,4,train,train
7767584,hf_kien_indoor_test12401_jpg.rf.7fcfd92fe9a4b73c0906317b57111343_68b33aa399ca,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,6,train,train
7767586,hf_kien_indoor_test12401_jpg.rf.7fcfd92fe9a4b73c0906317b57111343_68b33aa399ca,hf_kien_indoor_test12478_jpg.rf.f20897c758feee8028537d945d82b93d_0edb8364ddeb,6,train,train
7767588,hf_kien_indoor_test12401_jpg.rf.7fcfd92fe9a4b73c0906317b57111343_68b33aa399ca,hf_kien_indoor_test12511_jpg.rf.da9b7b5b5b62d136897646e137460e2f_eb116edce1eb,6,train,train
7767589,hf_kien_indoor_test12401_jpg.rf.7fcfd92fe9a4b73c0906317b57111343_68b33aa399ca,hf_kien_indoor_test12511_jpg.rf.dc3d498e936eb369bfa9a1c4ca6bef1b_4877923366c6,4,train,train
7767597,hf_kien_indoor_test12401_jpg.rf.7fcfd92fe9a4b73c0906317b57111343_68b33aa399ca,hf_kien_indoor_test11070_jpg.rf.35a51217734111c6633a760780ef5233_c4ccf2d9bb2e,6,train,train
7767600,hf_kien_indoor_test12401_jpg.rf.7fcfd92fe9a4b73c0906317b57111343_68b33aa399ca,hf_kien_indoor_test12401_jpg.rf.f538d25b722773ded31403376edcc823_9384dc8c99ef,4,train,train
7767601,hf_kien_indoor_test12401_jpg.rf.7fcfd92fe9a4b73c0906317b57111343_68b33aa399ca,hf_kien_indoor_test12412_jpg.rf.324dcb4d053aca34b510aab51d998cde_0dc699d47e20,4,train,train
7767602,hf_kien_indoor_test12401_jpg.rf.7fcfd92fe9a4b73c0906317b57111343_68b33aa399ca,hf_kien_indoor_test12412_jpg.rf.8b771b0dde6d3b4ec7edb6113899b1ca_e13a87423f77,2,train,train
7770511,hf_kien_indoor_test12401_jpg.rf.bc570449402787e9806c373935a5210f_a730200d7419,hf_kien_indoor_test12412_jpg.rf.776f55b8f6dfa49f0c0086f27b8910ad_68071ead56fe,4,train,train
7770512,hf_kien_indoor_test12401_jpg.rf.bc570449402787e9806c373935a5210f_a730200d7419,hf_kien_indoor_test12445_jpg.rf.36aa24e9b153765564a9775b8a058d97_7a80626b9be7,6,train,train
7770518,hf_kien_indoor_test12401_jpg.rf.bc570449402787e9806c373935a5210f_a730200d7419,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,6,train,train
7770521,hf_kien_indoor_test12401_jpg.rf.bc570449402787e9806c373935a5210f_a730200d7419,hf_kien_indoor_test12511_jpg.rf.9671a92896ec63df1c682956b2cdde25_a1152be14943,6,train,train
7770522,hf_kien_indoor_test12401_jpg.rf.bc570449402787e9806c373935a5210f_a730200d7419,hf_kien_indoor_test12511_jpg.rf.da9b7b5b5b62d136897646e137460e2f_eb116edce1eb,4,train,train
7770523,hf_kien_indoor_test12401_jpg.rf.bc570449402787e9806c373935a5210f_a730200d7419,hf_kien_indoor_test12511_jpg.rf.dc3d498e936eb369bfa9a1c4ca6bef1b_4877923366c6,4,train,train
7770532,hf_kien_indoor_test12401_jpg.rf.bc570449402787e9806c373935a5210f_a730200d7419,hf_kien_indoor_test11224_jpg.rf.b3168ff5d2d215aae3e1669ec9d3270b_57594ee9b045,4,train,train
7770536,hf_kien_indoor_test12401_jpg.rf.bc570449402787e9806c373935a5210f_a730200d7419,hf_kien_indoor_test12412_jpg.rf.8b771b0dde6d3b4ec7edb6113899b1ca_e13a87423f77,4,train,train
7773451,hf_kien_indoor_test12412_jpg.rf.776f55b8f6dfa49f0c0086f27b8910ad_68071ead56fe,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,6,train,train
7773453,hf_kien_indoor_test12412_jpg.rf.776f55b8f6dfa49f0c0086f27b8910ad_68071ead56fe,hf_kien_indoor_test12478_jpg.rf.f20897c758feee8028537d945d82b93d_0edb8364ddeb,6,train,train
7773455,hf_kien_indoor_test12412_jpg.rf.776f55b8f6dfa49f0c0086f27b8910ad_68071ead56fe,hf_kien_indoor_test12511_jpg.rf.da9b7b5b5b62d136897646e137460e2f_eb116edce1eb,6,train,train
7773456,hf_kien_indoor_test12412_jpg.rf.776f55b8f6dfa49f0c0086f27b8910ad_68071ead56fe,hf_kien_indoor_test12511_jpg.rf.dc3d498e936eb369bfa9a1c4ca6bef1b_4877923366c6,4,train,train
7773464,hf_kien_indoor_test12412_jpg.rf.776f55b8f6dfa49f0c0086f27b8910ad_68071ead56fe,hf_kien_indoor_test11070_jpg.rf.35a51217734111c6633a760780ef5233_c4ccf2d9bb2e,6,train,train
7773467,hf_kien_indoor_test12412_jpg.rf.776f55b8f6dfa49f0c0086f27b8910ad_68071ead56fe,hf_kien_indoor_test12401_jpg.rf.f538d25b722773ded31403376edcc823_9384dc8c99ef,4,train,train
7773468,hf_kien_indoor_test12412_jpg.rf.776f55b8f6dfa49f0c0086f27b8910ad_68071ead56fe,hf_kien_indoor_test12412_jpg.rf.324dcb4d053aca34b510aab51d998cde_0dc699d47e20,4,train,train
7773469,hf_kien_indoor_test12412_jpg.rf.776f55b8f6dfa49f0c0086f27b8910ad_68071ead56fe,hf_kien_indoor_test12412_jpg.rf.8b771b0dde6d3b4ec7edb6113899b1ca_e13a87423f77,2,train,train
7776378,hf_kien_indoor_test12445_jpg.rf.36aa24e9b153765564a9775b8a058d97_7a80626b9be7,hf_kien_indoor_test12445_jpg.rf.74f4d35add9363c57a55a10da764f3ea_041f6200ee36,4,train,train
7776380,hf_kien_indoor_test12445_jpg.rf.36aa24e9b153765564a9775b8a058d97_7a80626b9be7,hf_kien_indoor_test12467_jpg.rf.3c2edbbabd1dcffa1ca6aaf5f802ec23_82bd724879f5,6,train,train
7776381,hf_kien_indoor_test12445_jpg.rf.36aa24e9b153765564a9775b8a058d97_7a80626b9be7,hf_kien_indoor_test12467_jpg.rf.c1023019cae77e00961040bb8341fd2f_1e6c8c2d9b6d,6,train,train
7776382,hf_kien_indoor_test12445_jpg.rf.36aa24e9b153765564a9775b8a058d97_7a80626b9be7,hf_kien_indoor_test12467_jpg.rf.cd7d529b206da2b8a841801a6703d7c1_6e6e42e42569,2,train,train
7776383,hf_kien_indoor_test12445_jpg.rf.36aa24e9b153765564a9775b8a058d97_7a80626b9be7,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,4,train,train
7776384,hf_kien_indoor_test12445_jpg.rf.36aa24e9b153765564a9775b8a058d97_7a80626b9be7,hf_kien_indoor_test12478_jpg.rf.db84c917201e671d79693e52fea1113b_6269a017f586,6,train,train
7776387,hf_kien_indoor_test12445_jpg.rf.36aa24e9b153765564a9775b8a058d97_7a80626b9be7,hf_kien_indoor_test12511_jpg.rf.da9b7b5b5b62d136897646e137460e2f_eb116edce1eb,4,train,train
7776388,hf_kien_indoor_test12445_jpg.rf.36aa24e9b153765564a9775b8a058d97_7a80626b9be7,hf_kien_indoor_test12511_jpg.rf.dc3d498e936eb369bfa9a1c4ca6bef1b_4877923366c6,6,train,train
7776390,hf_kien_indoor_test12445_jpg.rf.36aa24e9b153765564a9775b8a058d97_7a80626b9be7,hf_kien_indoor_test12533_jpg.rf.19bb735aebac9b6d4c51cd001b6ede5d_7305e22e25a6,6,train,train
7776397,hf_kien_indoor_test12445_jpg.rf.36aa24e9b153765564a9775b8a058d97_7a80626b9be7,hf_kien_indoor_test11224_jpg.rf.b3168ff5d2d215aae3e1669ec9d3270b_57594ee9b045,6,train,train
7776398,hf_kien_indoor_test12445_jpg.rf.36aa24e9b153765564a9775b8a058d97_7a80626b9be7,hf_kien_indoor_test12302_jpg.rf.7049a52cea95d5d64017988a6634f563_e72b38e745fc,4,train,train
7776401,hf_kien_indoor_test12445_jpg.rf.36aa24e9b153765564a9775b8a058d97_7a80626b9be7,hf_kien_indoor_test12412_jpg.rf.8b771b0dde6d3b4ec7edb6113899b1ca_e13a87423f77,6,train,train
7779311,hf_kien_indoor_test12445_jpg.rf.74f4d35add9363c57a55a10da764f3ea_041f6200ee36,hf_kien_indoor_test12467_jpg.rf.3c2edbbabd1dcffa1ca6aaf5f802ec23_82bd724879f5,4,train,train
7779313,hf_kien_indoor_test12445_jpg.rf.74f4d35add9363c57a55a10da764f3ea_041f6200ee36,hf_kien_indoor_test12467_jpg.rf.cd7d529b206da2b8a841801a6703d7c1_6e6e42e42569,6,train,train
7779315,hf_kien_indoor_test12445_jpg.rf.74f4d35add9363c57a55a10da764f3ea_041f6200ee36,hf_kien_indoor_test12478_jpg.rf.db84c917201e671d79693e52fea1113b_6269a017f586,4,train,train
7779321,hf_kien_indoor_test12445_jpg.rf.74f4d35add9363c57a55a10da764f3ea_041f6200ee36,hf_kien_indoor_test12533_jpg.rf.19bb735aebac9b6d4c51cd001b6ede5d_7305e22e25a6,2,train,train
7779323,hf_kien_indoor_test12445_jpg.rf.74f4d35add9363c57a55a10da764f3ea_041f6200ee36,hf_kien_indoor_test12544_jpg.rf.964f2d17b49e4a70066407164a0ebe6a_a4082bf96f1b,4,train,train
7779324,hf_kien_indoor_test12445_jpg.rf.74f4d35add9363c57a55a10da764f3ea_041f6200ee36,hf_kien_indoor_test12544_jpg.rf.e789526b520def5cfd5eedf895c8a33c_a4c2e7f8fe99,4,train,train
7779328,hf_kien_indoor_test12445_jpg.rf.74f4d35add9363c57a55a10da764f3ea_041f6200ee36,hf_kien_indoor_test11224_jpg.rf.b3168ff5d2d215aae3e1669ec9d3270b_57594ee9b045,6,train,train
7779329,hf_kien_indoor_test12445_jpg.rf.74f4d35add9363c57a55a10da764f3ea_041f6200ee36,hf_kien_indoor_test12302_jpg.rf.7049a52cea95d5d64017988a6634f563_e72b38e745fc,6,train,train
7782242,hf_kien_indoor_test12445_jpg.rf.a343423cb228560d049675a386753de3_01b809796196,hf_kien_indoor_test12467_jpg.rf.c1023019cae77e00961040bb8341fd2f_1e6c8c2d9b6d,4,train,train
7782244,hf_kien_indoor_test12445_jpg.rf.a343423cb228560d049675a386753de3_01b809796196,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,6,train,train
7782246,hf_kien_indoor_test12445_jpg.rf.a343423cb228560d049675a386753de3_01b809796196,hf_kien_indoor_test12478_jpg.rf.f20897c758feee8028537d945d82b93d_0edb8364ddeb,2,train,train
7782249,hf_kien_indoor_test12445_jpg.rf.a343423cb228560d049675a386753de3_01b809796196,hf_kien_indoor_test12511_jpg.rf.dc3d498e936eb369bfa9a1c4ca6bef1b_4877923366c6,6,train,train
7782261,hf_kien_indoor_test12445_jpg.rf.a343423cb228560d049675a386753de3_01b809796196,hf_kien_indoor_test12412_jpg.rf.324dcb4d053aca34b510aab51d998cde_0dc699d47e20,6,train,train
7785172,hf_kien_indoor_test12467_jpg.rf.3c2edbbabd1dcffa1ca6aaf5f802ec23_82bd724879f5,hf_kien_indoor_test12467_jpg.rf.cd7d529b206da2b8a841801a6703d7c1_6e6e42e42569,6,train,train
7785174,hf_kien_indoor_test12467_jpg.rf.3c2edbbabd1dcffa1ca6aaf5f802ec23_82bd724879f5,hf_kien_indoor_test12478_jpg.rf.db84c917201e671d79693e52fea1113b_6269a017f586,2,train,train
7785176,hf_kien_indoor_test12467_jpg.rf.3c2edbbabd1dcffa1ca6aaf5f802ec23_82bd724879f5,hf_kien_indoor_test12511_jpg.rf.9671a92896ec63df1c682956b2cdde25_a1152be14943,6,train,train
7785180,hf_kien_indoor_test12467_jpg.rf.3c2edbbabd1dcffa1ca6aaf5f802ec23_82bd724879f5,hf_kien_indoor_test12533_jpg.rf.19bb735aebac9b6d4c51cd001b6ede5d_7305e22e25a6,4,train,train
7785182,hf_kien_indoor_test12467_jpg.rf.3c2edbbabd1dcffa1ca6aaf5f802ec23_82bd724879f5,hf_kien_indoor_test12544_jpg.rf.964f2d17b49e4a70066407164a0ebe6a_a4082bf96f1b,4,train,train
7785183,hf_kien_indoor_test12467_jpg.rf.3c2edbbabd1dcffa1ca6aaf5f802ec23_82bd724879f5,hf_kien_indoor_test12544_jpg.rf.e789526b520def5cfd5eedf895c8a33c_a4c2e7f8fe99,4,train,train
7785188,hf_kien_indoor_test12467_jpg.rf.3c2edbbabd1dcffa1ca6aaf5f802ec23_82bd724879f5,hf_kien_indoor_test12302_jpg.rf.7049a52cea95d5d64017988a6634f563_e72b38e745fc,4,train,train
7788101,hf_kien_indoor_test12467_jpg.rf.c1023019cae77e00961040bb8341fd2f_1e6c8c2d9b6d,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,4,train,train
7788103,hf_kien_indoor_test12467_jpg.rf.c1023019cae77e00961040bb8341fd2f_1e6c8c2d9b6d,hf_kien_indoor_test12478_jpg.rf.f20897c758feee8028537d945d82b93d_0edb8364ddeb,4,train,train
7788105,hf_kien_indoor_test12467_jpg.rf.c1023019cae77e00961040bb8341fd2f_1e6c8c2d9b6d,hf_kien_indoor_test12511_jpg.rf.da9b7b5b5b62d136897646e137460e2f_eb116edce1eb,6,train,train
7788106,hf_kien_indoor_test12467_jpg.rf.c1023019cae77e00961040bb8341fd2f_1e6c8c2d9b6d,hf_kien_indoor_test12511_jpg.rf.dc3d498e936eb369bfa9a1c4ca6bef1b_4877923366c6,4,train,train
7788107,hf_kien_indoor_test12467_jpg.rf.c1023019cae77e00961040bb8341fd2f_1e6c8c2d9b6d,hf_kien_indoor_test12533_jpg.rf.043b789dc26d56416bc5f5466ca7a6f0_488462f1c330,4,train,train
7788109,hf_kien_indoor_test12467_jpg.rf.c1023019cae77e00961040bb8341fd2f_1e6c8c2d9b6d,hf_kien_indoor_test12533_jpg.rf.decd997448f00937754f9eb1efdea98d_5afd6dbeafee,4,train,train
7791028,hf_kien_indoor_test12467_jpg.rf.cd7d529b206da2b8a841801a6703d7c1_6e6e42e42569,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,6,train,train
7791029,hf_kien_indoor_test12467_jpg.rf.cd7d529b206da2b8a841801a6703d7c1_6e6e42e42569,hf_kien_indoor_test12478_jpg.rf.db84c917201e671d79693e52fea1113b_6269a017f586,6,train,train
7791032,hf_kien_indoor_test12467_jpg.rf.cd7d529b206da2b8a841801a6703d7c1_6e6e42e42569,hf_kien_indoor_test12511_jpg.rf.da9b7b5b5b62d136897646e137460e2f_eb116edce1eb,6,train,train
7791035,hf_kien_indoor_test12467_jpg.rf.cd7d529b206da2b8a841801a6703d7c1_6e6e42e42569,hf_kien_indoor_test12533_jpg.rf.19bb735aebac9b6d4c51cd001b6ede5d_7305e22e25a6,6,train,train
7791043,hf_kien_indoor_test12467_jpg.rf.cd7d529b206da2b8a841801a6703d7c1_6e6e42e42569,hf_kien_indoor_test12302_jpg.rf.7049a52cea95d5d64017988a6634f563_e72b38e745fc,4,train,train
7793956,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,hf_kien_indoor_test12478_jpg.rf.f20897c758feee8028537d945d82b93d_0edb8364ddeb,6,train,train
7793958,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,hf_kien_indoor_test12511_jpg.rf.da9b7b5b5b62d136897646e137460e2f_eb116edce1eb,6,train,train
7793959,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,hf_kien_indoor_test12511_jpg.rf.dc3d498e936eb369bfa9a1c4ca6bef1b_4877923366c6,4,train,train
7793960,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,hf_kien_indoor_test12533_jpg.rf.043b789dc26d56416bc5f5466ca7a6f0_488462f1c330,6,train,train
7793962,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,hf_kien_indoor_test12533_jpg.rf.decd997448f00937754f9eb1efdea98d_5afd6dbeafee,6,train,train
7793968,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,hf_kien_indoor_test11224_jpg.rf.b3168ff5d2d215aae3e1669ec9d3270b_57594ee9b045,6,train,train
7793969,hf_kien_indoor_test12478_jpg.rf.a5d82bab8980097745b639082addc544_890a31c051bd,hf_kien_indoor_test12302_jpg.rf.7049a52cea95d5d64017988a6634f563_e72b38e745fc,6,train,train
7796882,hf_kien_indoor_test12478_jpg.rf.db84c917201e671d79693e52fea1113b_6269a017f586,hf_kien_indoor_test12511_jpg.rf.9671a92896ec63df1c682956b2cdde25_a1152be14943,4,train,train
7796886,hf_kien_indoor_test12478_jpg.rf.db84c917201e671d79693e52fea1113b_6269a017f586,hf_kien_indoor_test12533_jpg.rf.19bb735aebac9b6d4c51cd001b6ede5d_7305e22e25a6,4,train,train
7796888,hf_kien_indoor_test12478_jpg.rf.db84c917201e671d79693e52fea1113b_6269a017f586,hf_kien_indoor_test12544_jpg.rf.964f2d17b49e4a70066407164a0ebe6a_a4082bf96f1b,2,train,train
7796889,hf_kien_indoor_test12478_jpg.rf.db84c917201e671d79693e52fea1113b_6269a017f586,hf_kien_indoor_test12544_jpg.rf.e789526b520def5cfd5eedf895c8a33c_a4c2e7f8fe99,4,train,train
7796893,hf_kien_indoor_test12478_jpg.rf.db84c917201e671d79693e52fea1113b_6269a017f586,hf_kien_indoor_test11224_jpg.rf.b3168ff5d2d215aae3e1669ec9d3270b_57594ee9b045,6,train,train
7796894,hf_kien_indoor_test12478_jpg.rf.db84c917201e671d79693e52fea1113b_6269a017f586,hf_kien_indoor_test12302_jpg.rf.7049a52cea95d5d64017988a6634f563_e72b38e745fc,4,train,train
7799807,hf_kien_indoor_test12478_jpg.rf.f20897c758feee8028537d945d82b93d_0edb8364ddeb,hf_kien_indoor_test12511_jpg.rf.da9b7b5b5b62d136897646e137460e2f_eb116edce1eb,6,train,train
7799808,hf_kien_indoor_test12478_jpg.rf.f20897c758feee8028537d945d82b93d_0edb8364ddeb,hf_kien_indoor_test12511_jpg.rf.dc3d498e936eb369bfa9a1c4ca6bef1b_4877923366c6,4,train,train
